Komentar,Bintang,Tanggal
Pesan dari saya mohon dari aplikasi BMKG jika bisa dibuatkan riwayat terjadinya fenomena alam ... Terima kasih banyak developer,5,2024-08-15 01:03:21
testimoni dulu yh,5,2024-08-15 00:31:42
Disuruh download sama vtuber PNS,5,2024-08-15 00:06:51
Akurat sebagai informasi yg diperlukan oleh masyarakat,5,2024-08-14 23:56:24
kesini gara2 ada berita mau ada gempa,4,2024-08-14 23:19:10
Tidak bisa masuk ke aplikasi suhu hp langsung naik ketika buka app ini,1,2024-08-14 22:38:38
jumlah rakyat Indonesia ada 200juta lebih aplikasi ini penting karna Indonesia rawan bencana harusnya min ada 50juta org yg download aplikasi ini,5,2024-08-14 21:29:00
Bagusssssss,4,2024-08-14 21:00:15
Digunakan untuk persiapan gempa megathrust 😣,5,2024-08-14 16:58:27
Kapan sih ada shake alarm seperti di jepang pas terjadi gempa langsung berdering alarmnya,1,2024-08-14 13:30:21
bagus tapi waktu sore dibilang bakal hujan tapi gak hujan?,4,2024-08-14 12:48:46
"Aplikasinya bagus. tapi, gak ada notifikasi bahaya ketika gempa ataupun tsunami. kalu bisa aplikasinya standart nya sama lah seperti jepang.",4,2024-08-14 09:50:50
Good,5,2024-08-14 02:37:46
"Ada baiknya di tambahkan alarm EWS pada aplikasi, jadi buat yg sudah menginstal bisa mendapatkan sinyal sebelum terjadinya bencana, seperti di Jepang , alarm sudah menyala, walaupun belum terjadi Gempa. Alangkah baiknya menambahkan EWS di aplikasi ini, karena sekarang mayoritas orang Indonesia lebih sering memegang Smartphone daripada menonton TV.",3,2024-08-13 23:07:59
Lama lama kok malah menurun ada gempa bumi GK muncul dan kalok muncul luamaaaa GK kayak dulu yg cepat beberapa detik muncul.... Tolong pentingkan informasi dan keselamatan masyarakat....,2,2024-08-13 10:13:05
SUDAH GEMPA BERITANYA BARU NONGOL!!,1,2024-08-13 10:12:19
T o p,5,2024-08-13 06:28:30
Aplikasi bagus banget mantap berguna untuk melihat mendeteksi gempa bumi,5,2024-08-11 00:19:25
"kalo bukan karena vtuber, aku malas untuk unduh aplikasinya. hmmpphh.",5,2024-08-10 02:39:49
Sangat membantu sekali...,5,2024-08-08 21:11:42
"Aplikasi bagus,tapi kenapa BMKG.Gowa undurkan diri?, tolong jelaskan 🙏",4,2024-08-08 16:58:24
Saya senang lihat pertumbuhan awan hujan dari citra satelit,5,2024-08-08 12:41:26
Good,4,2024-08-08 06:12:36
Top,5,2024-08-07 18:34:10
Bermanfaat,5,2024-08-07 08:26:36
Good,5,2024-08-07 04:40:52
Sangat bermanfaat,5,2024-08-04 10:02:50
Akan ku unduh demi waifu baru... 😋,5,2024-08-04 08:39:39
Mau ngecek kualitas udara di daerah sendiri malah gabisa. Berkali2 coba klik tp cuma ngeloading aja.,2,2024-08-04 00:24:18
Bagus,5,2024-08-02 18:33:24
Bagus,3,2024-08-02 12:42:27
aplikasi yang sungguh sempurna di infokan di apl tersebut sore hujan ternyata muncul hujan!!!!!!,5,2024-08-02 11:51:35
SAYA SETUJU DENGAN POSTINGAN INI,5,2024-08-02 10:53:05
Aplikasi bagus,5,2024-08-02 00:26:44
👍,5,2024-08-01 07:21:32
Mantap dan bagus,5,2024-07-31 20:20:08
"Sangat membantu, terimakasih developer, maju terus semakin baik kedepannya.",5,2024-07-31 19:53:43
Tolong tambahkan fitur widget supaya bisa di tampilkan di beranda,5,2024-07-31 17:44:29
Tidak akurat cuaca hujan,1,2024-07-31 12:32:57
Berguna👍👍👍,5,2024-07-30 06:47:06
Download aplikasi ini karena disuruh Shinna ☺,5,2024-07-29 19:25:08
👍👍,5,2024-07-28 19:35:36
mantap akurat dan tepat,5,2024-07-28 17:24:58
Gw kesini karena shinna wkwk,5,2024-07-28 16:02:18
The best aplikasi se Indonesia belum lagi maskotnya vtuber,5,2024-07-26 20:01:25
"Kurang akurat, masa angin dari selatan tenggara katanya dari timur laut",3,2024-07-25 14:35:47
Bagus,5,2024-07-24 06:35:15
"Mantaaaaaaappp, memuaskan 👍👍👍",5,2024-07-22 17:32:20
Informasi sangat akurat,5,2024-07-20 05:32:43
Info ini luar biasa ada bencana alam seperti gempa atau lainnya,4,2024-07-19 10:35:50
Ga ada widgetnya 😭 padahan penting banget biar ga ribet buka aplikasi tinggal cek di layar depan.,1,2024-07-17 23:53:10
"Bisa mendeteksi gempa bumi, namun kadang-kadang tdk terdeteksi. Seperti gempa kemarin di batang, barusan di batang dan Wonosobo. Padahal saya lihat di laman BMKG fb ada gempa susulan . Di aplikasi ini gak muncul Mohon untuk ditingkatkan lagi Terimakasih",4,2024-07-16 23:21:33
di tingkatkan lagi,4,2024-07-16 22:53:51
Thanks BMKG,5,2024-07-16 16:17:25
"Ok ,, terimakasih",5,2024-07-15 22:40:01
Ok terima kasih,5,2024-07-15 19:39:24
Bagus tingkatkan lagi,5,2024-07-15 09:11:01
"Kurang akurat menurut saya, karena saya tinggal di ketinggian 2000mdpl dan udah memasuki musim dingin. Kenapa di aplikasi ini menunjukkan suhu di angka 29⁰ di malam hari wkwkwk.",1,2024-07-14 19:03:14
Bagus dan akurat lumyan,5,2024-07-13 21:27:21
Tolong lebih akurat lagi untuk info cuacanya... Harus lebih tepat untuk update cuacanya.. Ini sangat penting untuk kami yang berprofesi sebagai nelayan.,2,2024-07-12 07:30:48
"Hmm cukup informatif, semoga update kedepannya ada penambahan widget",5,2024-07-12 03:12:36
Info yg sangat berguna bagi masyarakat banyak,5,2024-07-12 00:44:18
Sangat membantu sekali aplikasi ini untuk menganalisis pola sebaran gempa...,5,2024-07-11 21:35:59
Bagus,5,2024-07-11 20:34:10
Trimakasih bagus,5,2024-07-11 19:48:27
👍👍👍,5,2024-07-11 18:01:40
Cukup membantu disetiap perjalanan saya 🙏🏽,5,2024-07-11 17:41:57
Sangat membantu,5,2024-07-11 12:52:28
Bagus👍👍,5,2024-07-11 10:04:32
Sangat membantu,5,2024-07-11 09:55:13
👍👍👍👍GOog,5,2024-07-11 00:00:16
info,5,2024-07-10 23:01:14
Sangat membantu dalam memberikan informasi,5,2024-07-10 22:59:58
Perlu di update yg lebih maju lagi,2,2024-07-10 14:54:24
Sangat membantu untuk perencanaan aktifitas,5,2024-07-10 14:49:19
Aplikasi BMKG membantu,5,2024-07-10 06:12:09
Berguna banget kalo ada bencana,4,2024-07-09 22:40:00
"Bagus,sllu update info",5,2024-07-09 21:23:08
Sering mbereset,3,2024-07-09 21:08:37
Ok,5,2024-07-09 20:26:47
"membantu, walaupun kadang sedikit kurang akurat.",5,2024-07-09 18:42:47
"Aplikasi Sangat bagus, bermanfaat bagi saya pemancing laut",5,2024-07-09 17:07:02
Bagus,5,2024-07-09 16:31:02
Good n uptodate,5,2024-07-09 15:30:33
Aplikasi yang harus disebarluaskan ke masyarakat. Penjelasan tentang bencana jelas dan cepat. Prakiraan cuaca juga rutin di daerah dan sekitar. Berita kegiatan terbaru juga ada,5,2024-07-08 22:24:36
Mantull,5,2024-07-08 09:43:28
Semoga guna dan manfaat bagi kita semua,4,2024-07-07 04:52:44
Bagus,5,2024-07-06 08:45:54
Kklo ada widget pasti lebih bagus,5,2024-07-05 20:25:00
Sangat bermanfaat bagi para pendaki dan yang suka kegiatan outdoor,5,2024-07-04 07:30:51
"Aplikasi saat dibuka pasti force close, lama loading tingkatkan lagi",2,2024-07-04 07:00:45
Ok,4,2024-07-03 16:27:20
"Parah jelek prediksi cuacanya tdak akurat, tdk cepat update tentang gempa, apk nya tdk sbgus dlu jangan di download.",1,2024-07-03 05:36:57
👍👍👍,5,2024-07-02 17:21:21
Sangat membantu saya di dalam mengamalkan ilmu perbincangan.,5,2024-07-01 22:10:21
"Payah gps nya sangat tidak akurat, masak saya di pulau menui ketika diaktifkan gps nya jadi di wawonii Jadi prakiraan cuacanya tidak tepat",3,2024-06-28 18:01:31
Terimakasih BMKG,5,2024-06-28 06:35:46
"Aplikasi ini penting sekali untuk mengetahui perkiraan cuaca kusus di daerah kita sendiri,ups semoga aplikasinya bagus terus.",5,2024-06-25 16:55:37
Aplikasi paling waras dan paling berguna oleh pemerintah cuma ini doang.....,5,2024-06-24 23:00:05
Mantap,5,2024-06-24 04:39:18
"Aplikasi sampah, tidak bisa di bukak",1,2024-06-23 14:43:30
"Saya klik pakai gps malah terdeteksi lokasi di Mantrijeron padahal saya tinggal di daerah Mlati, jauh banget dan pas jualan sunmor di dekat fakultas peternakan ugm titiknya malah di ringroad Utara",1,2024-06-23 06:59:58
zidane,5,2024-06-21 07:25:33
Hebat sekali,5,2024-06-21 03:25:28
Sangat membantu,4,2024-06-20 22:23:11
"enak yang dulu, ga banyak feature, lebih mudah.",3,2024-06-19 21:40:04
Sangat membantu,5,2024-06-19 16:02:52
OK lah👍👍,5,2024-06-16 06:31:33
Bagus,5,2024-06-15 15:58:43
"aplikasi ga jelas ramalan cuacanya klaim 90% akurat tapi yg sering terjadi malah 10% alias ga akurat, sama aja kayak aplikasi bawaan oppo yg gajelas kirain lebih bagus, peringatan akan hujan lebat jam 14.30 notifikasinya muncul jam 4 🤡🤡🤡🤡... Apa gunanya? Uninstalling this app 👎",1,2024-06-15 13:13:09
Ok bagus,5,2024-06-12 17:13:32
Zidane,5,2024-06-11 07:31:01
Coba di udate lagi aplikasinya soalnya insfo tinggi gelombang laut tidak ada,1,2024-06-10 13:08:09
Untuk daerah sumbar lama banget keluar info gempanya..keseringan info ug diluar sumbar,3,2024-06-10 06:16:01
"ini kenapa ga bisa dibuka aplikasi nya? malah ngestuck, jaringan bagus lancar. buka ini malah kaya berat bgt.",1,2024-06-08 02:40:27
Bagus aplikasi nya bisa megetahui gampa,5,2024-06-07 21:41:29
Tidak akurat tentang cuaca,3,2024-06-07 16:15:45
Ke sini gegara admin stageof.gowa wkwkk naik ini gaji nya min :v,5,2024-06-04 16:51:11
Ok,5,2024-06-02 11:45:29
Baik,5,2024-06-02 04:40:10
Mantaf,5,2024-06-01 16:33:12
Suka mendengar info,5,2024-05-31 18:12:48
Bagus,5,2024-05-29 20:39:30
Disuruh download sama Atmin BMKG stage of Gowa 😁,5,2024-05-29 11:23:40
Sangat membantu sekali 👍👍👍,5,2024-05-28 23:25:07
"Informasinya sangat up-to-date, semoga bisa terus improve",5,2024-05-28 18:02:19
Cukup lumayan informatif.. Semoga makin mantaaabbb,5,2024-05-26 16:48:08
Mantaap!!,5,2024-05-26 14:32:20
"Aplikasi yg cukup membantu untuk dapat info bencana, cuaca, dan kualitas udara. Yg kurang hanya informasi real time bila terjadi gempa butuh waktu delay sekitar 20 menit dari waktu kejadian. Moga bisa ditingkatkan untuk waktu informasi gempanya seperti di Jepang yg bisa beri informasi darurat semenit sebelum gempa terjadi",4,2024-05-26 11:15:17
"Beberapa menit yang lalu gempa di sumbar, tp aplikasi tidak ada memberikan info juga di sosmed",1,2024-05-26 10:59:10
Sangat Bagus 👍,5,2024-05-24 09:50:08
Saran lebih baik pake yang versi web nya,3,2024-05-23 16:29:53
Aplikasi ini sangat berguna untuk mengetahui dimna gempa.,4,2024-05-22 22:54:07
MANTAP,5,2024-05-22 04:02:14
Ok,5,2024-05-21 23:58:45
App....,5,2024-05-21 19:49:10
"Aplikasinya sudah sangat bagus bisa tahu kapan terjadinya gempa ,semoga kedepan nya lebih bagus lagi dan banyak fitur yang lain yang bermanfaat lagi ... semoga ada alaram sebelum gempa terjadi juga biar persiapan .. 🙂🙂🙂",5,2024-05-21 00:56:23
gempa ya panawangan,5,2024-05-20 15:44:42
Tertulis cuaca cerah setu tangsel jam 3 sore tgl 17 mei 2024 ternyata hujan. Apk bmkg tolol.,1,2024-05-17 15:08:02
"Setelah update notifikasi cuaca buruk malah di hilangkan, sisa notifikasi gempa gak bener",4,2024-05-17 14:28:12
"aplikasi udah bagus, tapi coba di ubah lagi seperti di Jepang. Sebelum gempa udah ada sirine untuk semua harus keluar dari dalam rumah, atau gak bisalah pas gempa langsung bunyi itu peringatannya.Mungkin bisa membantu saat gempa pas tengah malam, smoga ada peningkatannya🙏, u*ng 271 T pdahal cukup loh buat yg gini",4,2024-05-17 04:18:07
Bagus,5,2024-05-15 21:49:41
Sangat berguna untuk kita semua,5,2024-05-15 14:49:33
Tolong dalam notifikasi dikasih info dekat pulau besar mana. Tidak semua orang hapal nama kota atau desa terpencil. Ini bukan tebak kuis one millioner,3,2024-05-14 15:17:00
Info nya benar,5,2024-05-13 15:57:03
Sangat bermanfaat sekali,5,2024-05-13 08:37:58
Info BMKG Aplikasi Terbaik 💯,5,2024-05-13 01:06:38
Aplikasi yang sangat-sangat berguna untuk mendapatkan informasi apa yang terjadi ada gempa sangat-sangat berguna sekali,5,2024-05-11 19:48:12
"Fiturnya sih lumayan,tumben pemerintah bikin aplikasi seniat ini.",4,2024-05-11 11:30:44
Berguna yang sering travel,5,2024-05-11 06:27:57
Iaut selatan jawa tenga.,1,2024-05-09 19:59:05
Makasih bmkg kalau ujan lihat apk ni kalau ada bencana langsung siap siaga,5,2024-05-09 19:43:17
Lebih akurat,5,2024-05-09 14:18:46
terimakasih atas kerja keras kalian🙏🏻💐 mohon agar aplikasi selalu ditingkatkan ya kak 🧚🏻‍♀️ 😊 tolong tambahkan fitur setting notifnya.. di hp sy ng bunyi notifnya 🙏🏻,5,2024-05-09 05:00:25
Aplikasi is the bas,5,2024-05-08 05:53:51
Bagus,5,2024-05-08 05:33:38
Bagus sih bisa liat cuaca dan gempa,5,2024-05-08 04:06:19
ngebug bejir baru aja download,1,2024-05-07 20:02:40
Tolong untuk dikasih pemberitahuan secara real-time di notifikasi android supaya tau. Tidak usah membuka aplikasi,3,2024-05-07 10:44:32
Memberikan informasi ter update tentang gempa,5,2024-05-07 08:18:16
Tambahkan alarm peringatan untuk mendeteksi adanya gempa,4,2024-05-06 09:12:44
Sy suka aplikasi ini lebih cepat mengetahui keadaan diluar daerah sy trimakasih,5,2024-05-06 05:38:14
"Apk nya sebenernya bagus, cuma notif nya agak telat, Agak kaget juga sih tiap jam pasti ada gempa",5,2024-05-06 02:31:42
Aplikasinya okey mantap 👍,5,2024-05-04 15:05:52
Sangat membantu,5,2024-05-01 22:56:27
Mantap betul.,5,2024-05-01 12:00:47
Aplikasinya bagus sangat membantu,5,2024-05-01 11:54:35
"Kebuka nya lama banget, kadang force close, optimalkan lagi ya min buat di android 14",4,2024-05-01 10:39:54
Update gempa nya lama bgt lebih dari 10 menit,2,2024-05-01 10:31:51
"Boro-boro kaya korea ada peringatan dini, inimah gempa udah lama baru muncul notif, duh konoha",1,2024-05-01 10:09:22
"Sangat bermanfaat, dan akan lebih baik lagi kalau dibuatkan fitur widget agar lebih mudah melihat informasi terupdate",5,2024-05-01 06:33:45
"Di harap kan App ini bisa menjadi tanda alarm saat tr deteksi gempa atau tsunami, jadi saat tidur dia bisa bunyi Berguna buat yg tidur nya kya bruang madu",3,2024-04-30 01:32:22
Bagus banget sangat membantu saya,5,2024-04-29 21:31:09
Sangat membantu sy sbg nelayan,5,2024-04-29 17:31:51
oke,5,2024-04-28 21:53:32
Baik,4,2024-04-28 21:19:35
Sangatt membantu sekali...,5,2024-04-28 18:04:13
Aplikasi ini sangat bagus bahkan ada gempa bumi hari Sabtu dan aplikasi yang mencari kecamatannya dan prakiraan cuaca lagi sangat bagus,5,2024-04-28 15:04:34
Awalnya aku ragu dengan aplikasi in... tpi setelah aku coba ternyata sangat berguna sekarang aku jadi tau dimana lokasi kejadiannya gempa..mantul..👍👍👍,5,2024-04-28 13:22:33
"MIN TAMBAHIN ALARM GEMPA KAYAK DIJEPANG, ANTI SIPASI DARI MASYARAKAT MEREKA GERCEP UNTUK MENYELAMATKAN DIRI",5,2024-04-28 12:00:46
Aplikasi ini sangat bagus sekali,5,2024-04-28 10:15:29
aplikasi yg bagus,5,2024-04-28 08:42:36
seharusnya info sblm terjadi. 1 menit sblm terjadi. Ini malah setelah terjadi setelah 2 menit Tolong update kedepannya seperti itu,4,2024-04-28 08:40:12
"Seharusnya kalau ada gempa/tsunami di aplikasi ini ada peringatan gempa seperti mendapatkan notifikasi peringatan semua ponsel , Jadi bisa waspada.",5,2024-04-28 08:34:36
Melihat info,5,2024-04-28 07:01:00
"Kurang update notifikasi nya, contoh gempa jam 11.30, notifikasi baru muncul jam 11.50, padahal internet lancar, dan kadang notifikasi nya numpuk.",4,2024-04-28 03:57:31
Coba kasih fitur peringatan alarm ketika ada Gempa sehingga mengurangi hal hal yang tidak diinginkan.,5,2024-04-27 23:55:34
Pemberitahuan tergolong cepat,5,2024-04-27 23:53:03
Manfaat 👌,5,2024-04-27 23:48:28
"Sudah bagus, tapi bisa gk ya kalo peringatannya itu 1-2 menit sebelum terjadi gempa? Karna kadang notifnya telat masuk. Dan jauh lebih baik kalau sudh ada peringatan lebih dahulu untuk evakuasi",4,2024-04-27 23:46:11
"Mohon pihak bmkg tambah fitur peringatan gempa ,atau suara sirine dll yang bisa di atur",5,2024-04-27 23:41:37
ok,5,2024-04-27 23:39:19
Cukup membantu untuk impormasi bencana daerah dan negara negara lain,5,2024-04-27 23:36:32
"Lekas selalu di perbaiki dan di rawat perlengkapan di lapangannya juga ya . Btw sekarang notif dan EWS nya telat parah sumpah diatas 2menit , kok bisa ya?",5,2024-04-27 23:35:43
Mantap,5,2024-04-27 14:53:02
"Akhir akhir ini infonya tidak tepat, untuk info gempa bumi tunggu sampai 30 menit baru diupdate, mau tahu lokasi dan ukuran gempa yg dirasakan terpaksa harus nanyak di grub fb dan di fb pun belum tentu langsung dapat jawaban. Untuk info cuaca dilokasi lagi cerah panas tapi di aplikasi ditulis saat ini sedang hujan, apalagi untuk perkiraan cuaca yg untuk seminggu gak akurat. Trus apa gunanya aplikasi ini?",1,2024-04-26 19:49:41
Sangat membantu memprediksi cuaca setiap harinya,5,2024-04-23 05:56:57
"Haduh prakiraan nya ga akurat..ketika hujan , di aplikasi malah cerah.sebaliknya ketika di aplikasi cerah,,padahal hujan deras..Ni prakiraan cuaca nya kyk aplikasi mainan anak2.",1,2024-04-22 15:58:55
"Barusan aja ada gempa, eh ga ada notifikasi. Sekarang udah 10 menit pasca gempa, di aplikasi sama sekali ga kelihatan. Jadi aplikasi ini buat apa? Tutup aja servernya sekalian.",1,2024-04-22 13:16:27
"Please dong, kalau ada gempa, responnya jangan lambat. Kalau bisa h- beberapa jam udah ada notif atau imbauan. Banyak orang yang ngadu kalau ada gempa selalu cek notif dari BMKG tapi gak ada. Setelah terjadi gempa, malah baru muncul notif.",1,2024-04-22 09:16:14
"Saya baru download (21/04/24-jam 07 kurang) awalnya karena penasaran dari ulasan² tentang akurasi wilayah maupun prediksi cuaca. Ternyata benar... Saya di kec. cidadap, kota bandung, tapi dalam pengaturan berbasis GPS, di app.bmkg, perangkat saya masuk di kec. cibeunying kaler. Dalam radar cuaca, lolasi saya malah di purwakarta Padahal akurasi perangkat di google map hanya selisih tidak lebih dari 50-70 meter. Kalau seperti ini, akurasi bmkg tentang data cuacanya bagaimana ? 🤔🤔🤔",3,2024-04-21 07:32:16
"Ketika muncul notifikasi, kita klik tidak langsung buka aplikasinya. Harus manual buka aplikasinya. Peta yang ada jugavperlu upgrade biar lebih detail. Kalau bisa ada pilihan foto satelit juga biar lebih detail.",3,2024-04-20 03:07:38
👍🏻,5,2024-04-19 23:24:21
"Sangat membantu, tentang info adanya gempa/cuaca",5,2024-04-17 21:26:12
Aplikasi sangat berguna sekali.. kalau pun ada masalah di aplikasi ny..harap maklum saja lah.. tidak ada yang sempurna di dunia ini..setidak ny sebagai pengguna aplikasi sudah menambah informasi dan sedikit pengetahuan.,5,2024-04-17 20:15:55
Terimakasih bisa membantu kita,5,2024-04-17 11:23:00
Informasinya akurat,5,2024-04-17 11:19:46
Aplikasinya sangat bagus Dan berguna,5,2024-04-16 23:58:34
Ramalan cuacanya lumayan akurat. Tapi notifnya kadang cuma muncul 10 menit sebelum hujan. Dan untuk ramalan cuacanya tidak per jam. Per tiga jam. Jadi kadang susah untuk mengetahui ramalan cuaca di jam tertentu. Dan satu lagi ketika mau masuk ke aplikasi loadingnya lama banget kadang malah sampai connection time out. Padahal jaringan lancar dan apk ramalan cuaca lain bisa kebuka,3,2024-04-16 10:08:43
Sangat membantu 👍,5,2024-04-15 20:08:23
Oke bagus 👍,5,2024-04-14 22:47:49
Sangat membantu,5,2024-04-12 07:48:18
"Gambar maps peringatan dini cuaca nggak bisa di zoom, terlalu kecil",3,2024-04-10 15:24:40
Ketika ada notifikasi gempa atau prediksi cuaca kenapa di klik tidak otomatis membuka aplikasi langsung? Kenapa harus buka aplikasi lagi? Merepotkan.,3,2024-04-09 07:10:38
klo buka tab gempabumi sering ngelag,3,2024-04-08 04:08:53
𝐀𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐲𝐠 𝐬𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐦𝐚𝐧𝐭𝐚𝐩,5,2024-04-05 22:28:25
"Tadi sore ada gempa disekitar bandara juanda sidoarjo, kok gak ada info yang muncul di apknya?",1,2024-04-05 18:35:00
Sangat membantu,5,2024-04-04 20:41:15
Good,5,2024-04-04 12:13:30
"Aplikasi yang bener bener berguna, cuman ada beberapa masalah yang sebenarnya nggak terlalu penting tapi agak meresahkan saya, yaitu tombol menunya itu kalau nggak diklik beberapa kali nggak buka menunya :|",5,2024-04-03 16:07:56
Hbis upgrade knp mlah g bisa d buka apk nya😢,3,2024-04-03 04:32:40
Informasi cepat.,5,2024-04-01 12:31:21
"Aplikasinya makin ngawur aja ini, masa realnya hujan keterangannya cerah berawan🤦🤦🤦🤦",1,2024-04-01 05:04:14
Gempa terus dan terus tapi ga apa bintang 5 ⭐🌟⭐🌟⭐,5,2024-03-30 22:50:33
"titik gempa itu sebenarnya tidak cuma satu saja , namun seharusnya memperhatikan tampilan gempa kecil kecil , di detik yang sama di banyak tempat yang berbeda lokasi ratusan kilometer , ada yang di dasar laut di utara maluku , dan di detik yang sama juga terjadi di pulau jawa akibat gunung yang sedang mengeluarkan asap agak banyak di hari itu , dan tampilan nya bisa dibedakan dari warna merah , merah muda , merah tua , sehingga gempa itu bukan dari perasaan nya sendiri , badan nya goyang goyang",5,2024-03-30 16:48:01
