Komentar,Bintang,Tanggal,clean_text,Sentimen,Aspek_Terdeteksi,Confidence_Score
bagus bangaet bisa melihat gempa,5,2024-08-26 20:15:06,bagus bangaet bisa melihat gempa,Positif,Akurasi,0.5042538642883301
Oke bmkg,5,2024-08-26 20:13:00,oke bmkg,Positif,Akurasi,0.4725368618965149
Barusan ada gempa langsung ada notif waahh mbantu banget!!,5,2024-08-26 20:00:04,barusan ada gempa langsung ada notif waahh mbantu banget,Positif,Akurasi,0.8248331546783447
Sangat bermepaat buat saya,5,2024-08-26 14:13:38,sangat bermepaat buat saya,Positif,Akurasi,0.596827507019043
Download aplikasi ini untuk jaga-jaga megatrust.!!,5,2024-08-26 05:24:24,download aplikasi ini untuk jaga jaga megatrust,Positif,UI/UX,0.8355959057807922
Muhammad Fateh Khaakaa,5,2024-08-26 03:59:22,muhammad fateh khaakaa,Positif,Akurasi,0.6240000128746033
Selalu update informasi dgn cepat,5,2024-08-25 20:29:40,selalu update informasi dgn cepat,Positif,UI/UX,0.5278010964393616
Sangat bagus aplikasi tidak berat dan membantu Semoga tidak ada iklan,5,2024-08-25 18:51:54,sangat bagus aplikasi tidak berat dan membantu semoga tidak ada iklan,Positif,UI/UX,0.9442923069000244
Jaga jaga kalo ada bencana,5,2024-08-25 08:52:30,jaga jaga kalo ada bencana,Positif,Akurasi,0.490511417388916
Sampaikan ke BMKG utk meletakkan ribuan alarm gempa di bagian dalam sumur² milik instansi atau warga atau membuat ribuan sumur sendiri dgn kedalaman ribuan meter yg dekat dgn akses wifi terdekat atau dgn kabel optik ke akses internet yg terhubung ke aplikasi. ini. Lalu semua hape diwajibkan ada aplikasi ini sehinggga jika terjadi gempa maka alarm central over the top pada aplikasi ini akan berbunyi keras untuk memperingatkan semua orang yg tinggalnya 10-100 km dari lokasi gempa.,1,2024-08-25 06:21:11,sampaikan ke bmkg utk meletakkan ribuan alarm gempa di bagian dalam sumur² milik instansi atau warga atau membuat ribuan sumur sendiri dgn kedalaman ribuan meter yg dekat dgn akses wifi terdekat atau dgn kabel optik ke akses internet yg terhubung ke aplikasi ini lalu semua hape diwajibkan ada aplikasi ini sehinggga jika terjadi gempa maka alarm central over the top pada aplikasi ini akan berbunyi keras untuk memperingatkan semua orang yg tinggalnya 10 100 km dari lokasi gempa,Negatif,UI/UX,0.4631612002849579
Good.................,5,2024-08-25 05:44:39,good,Positif,UI/UX,0.4395790696144104
bertindak setelah terjadi,1,2024-08-24 19:37:14,bertindak setelah terjadi,Negatif,UI/UX,0.42687201499938965
berita sangat akurat,5,2024-08-24 17:16:22,berita sangat akurat,Positif,Akurasi,0.4154232442378998
Mantap infox,5,2024-08-24 14:35:51,mantap infox,Positif,UI/UX,0.5567577481269836
Sangat penting,5,2024-08-23 21:58:39,sangat penting,Positif,UI/UX,0.40768495202064514
Sangat membantu pokoknya mantap,5,2024-08-23 14:28:46,sangat membantu pokoknya mantap,Positif,UI/UX,0.4415864050388336
Sangat membantu untuk mengetahui cuaca saat ini,5,2024-08-23 13:11:47,sangat membantu untuk mengetahui cuaca saat ini,Positif,Akurasi,0.8750572204589844
Tampilan informasi sudah cukup bagus. Saran : bagian dashboard dibuat untuk user bisa save beberapa lokasi prakiraan cuaca dan dapat ditampilkan secara bersamaan. Terimakasih,5,2024-08-23 07:13:40,tampilan informasi sudah cukup bagus saran bagian dashboard dibuat untuk user bisa save beberapa lokasi prakiraan cuaca dan dapat ditampilkan secara bersamaan terimakasih,Positif,UI/UX,0.6174759864807129
Aplikasi ini sangat 2 berguna bagi untuk informasi gempa bumi tolong di upload lagi ya agar informasi gempa ketauan di hp ya terimakasih,5,2024-08-22 22:30:56,aplikasi ini sangat 2 berguna bagi untuk informasi gempa bumi tolong di upload lagi ya agar informasi gempa ketauan di hp ya terimakasih,Positif,UI/UX,0.687628984451294
"Sok2an bilang mau gempa sampai mau sunami,gempa kecil sj GK bs lu prediksi apalagi yg gede ,cih",1,2024-08-22 18:29:53,sok2an bilang mau gempa sampai mau sunami gempa kecil sj gk bs lu prediksi apalagi yg gede cih,Negatif,Akurasi,0.5841328501701355
Okay banget loh kak,5,2024-08-22 17:55:35,okay banget loh kak,Positif,Akurasi,0.40854114294052124
megathrust meresahkan,5,2024-08-22 16:07:14,megathrust meresahkan,Positif,Performa,0.48129332065582275
Terimakasih,5,2024-08-22 09:06:57,terimakasih,Positif,UI/UX,0.4507885277271271
Apakah aplikasi mempunyai akses super user.. Untuk pemberintahun alarm peringatan,5,2024-08-22 00:43:38,apakah aplikasi mempunyai akses super user untuk pemberintahun alarm peringatan,Positif,UI/UX,0.7450811862945557
"Coba di percepat pemberitahuannya di BMKG utk gempa bumi, nanti 10 menit stelah gempa baru msuk pemberitahuannya kalau pusat gempanya di mana, klo 10 menit baru ada pemberitahuan, nanti udah tsunami dulu baru pemberitahuannya masuk donk.. 😭😭😭😭",5,2024-08-21 22:21:26,coba di percepat pemberitahuannya di bmkg utk gempa bumi nanti 10 menit stelah gempa baru msuk pemberitahuannya kalau pusat gempanya di mana klo 10 menit baru ada pemberitahuan nanti udah tsunami dulu baru pemberitahuannya masuk donk,Positif,Akurasi,0.5175743103027344
belum masuk di branda,4,2024-08-21 20:06:57,belum masuk di branda,Positif,Akurasi,0.43704167008399963
Sangat membantu utk informasi cuaca dan gempa,5,2024-08-21 20:01:59,sangat membantu utk informasi cuaca dan gempa,Positif,Akurasi,0.8417843580245972
Pemberitahuan nya lebih lambat dari kejadian.. seharus nya pemberitahuan dulu supaya kita bisa waspada,5,2024-08-21 19:14:43,pemberitahuan nya lebih lambat dari kejadian seharus nya pemberitahuan dulu supaya kita bisa waspada,Positif,Performa,0.8293634057044983
semoga lebih membantu,5,2024-08-20 20:54:40,semoga lebih membantu,Positif,Performa,0.3773696720600128
Ya membantu sekali untuk masyarakat Indonesia buat kalian Jan lupa di donlod ya,5,2024-08-20 16:56:25,ya membantu sekali untuk masyarakat indonesia buat kalian jan lupa di donlod ya,Positif,UI/UX,0.6573194861412048
Untuk aplikasi WRS-BMKG tolong di update Fitur umpan balik tidak bisa di akses,3,2024-08-20 16:14:30,untuk aplikasi wrs bmkg tolong di update fitur umpan balik tidak bisa di akses,Netral,UI/UX,0.5433037877082825
Aplikasi yang bagus,5,2024-08-20 11:14:19,aplikasi yang bagus,Positif,UI/UX,0.915086030960083
siapa yg download bmkg karena khawatir ama gempa megatrusht,5,2024-08-20 00:46:41,siapa yg download bmkg karena khawatir ama gempa megatrusht,Positif,Akurasi,0.4927103519439697
Hhe,5,2024-08-19 23:17:34,hhe,Positif,UI/UX,0.43917545676231384
apk yg sangat membantu tapi hanya sedikit org yang tau,5,2024-08-19 17:09:18,apk yg sangat membantu tapi hanya sedikit org yang tau,Positif,UI/UX,0.6848223209381104
"Aplikasinya sangat bermanfaat, tolong ya dibuat cocok di hp android apapun, soalnya banyak aplikasi sekarang yg tidak suport di hp android jadul",5,2024-08-19 10:26:59,aplikasinya sangat bermanfaat tolong ya dibuat cocok di hp android apapun soalnya banyak aplikasi sekarang yg tidak suport di hp android jadul,Positif,UI/UX,0.901945173740387
Bagus tapi di perbagus lgi,5,2024-08-19 03:53:31,bagus tapi di perbagus lgi,Positif,Performa,0.3936552107334137
semoga bisa membantu perkembangan tentang cuaca dan gempa bumi yg akan terjadi di daerah sendiri...👍🏻,5,2024-08-19 02:51:19,semoga bisa membantu perkembangan tentang cuaca dan gempa bumi yg akan terjadi di daerah sendiri,Positif,Performa,0.41618555784225464
Baru tau ada aplikasi ini... Thanks kamar jery... Sekarang kalau ada gempa lagi di rumah bisa tau tanpa menunggu update story orang orang di wa...,5,2024-08-18 22:42:15,baru tau ada aplikasi ini thanks kamar jery sekarang kalau ada gempa lagi di rumah bisa tau tanpa menunggu update story orang orang di wa,Positif,Akurasi,0.7613781094551086
Oke punya,5,2024-08-18 21:24:14,oke punya,Positif,Akurasi,0.40998780727386475
Membantu dalam mengetahui situadi gempa di sekitar kita.,5,2024-08-18 18:56:05,membantu dalam mengetahui situadi gempa di sekitar kita,Positif,Performa,0.4014573097229004
Nice,5,2024-08-18 17:59:32,nice,Positif,UI/UX,0.40826621651649475
Aplikasinya bagus nih,5,2024-08-18 05:25:26,aplikasinya bagus nih,Positif,UI/UX,0.9838116765022278
"Setiap ada gempa, notifikasinya ada 2, tolong bisa tidak notifikasinya 1 kali saja, terima kasih",4,2024-08-18 04:03:59,setiap ada gempa notifikasinya ada 2 tolong bisa tidak notifikasinya 1 kali saja terima kasih,Positif,Akurasi,0.8072862029075623
Info yg terbaik dan terpenting,5,2024-08-18 00:18:25,info yg terbaik dan terpenting,Positif,UI/UX,0.37957847118377686
"Tolong kepada pihak BMKG untuk pemberitahuan terkait GEMPA sebaiknya di tiadakan, jujur kami yg dari lombok merasakan ketakutan dari berita tersebut,kami kembali trauma lagi,sebaikan beritakan tentang cuaca saja,untuk gempa sebaiknya tidak",4,2024-08-17 22:02:43,tolong kepada pihak bmkg untuk pemberitahuan terkait gempa sebaiknya di tiadakan jujur kami yg dari lombok merasakan ketakutan dari berita tersebut kami kembali trauma lagi sebaikan beritakan tentang cuaca saja untuk gempa sebaiknya tidak,Positif,Akurasi,0.527341365814209
Okkk,5,2024-08-17 17:29:59,okkk,Positif,UI/UX,0.3871825337409973
"Aplikasinya bagus, cuma Cara seting suara notif kalo ada gempa gimna ya,,,",5,2024-08-17 09:23:39,aplikasinya bagus cuma cara seting suara notif kalo ada gempa gimna ya,Positif,UI/UX,0.7808449268341064
Bagus dan membantu,4,2024-08-17 04:58:22,bagus dan membantu,Positif,UI/UX,0.4123205244541168
Berguna,5,2024-08-16 21:39:22,berguna,Positif,UI/UX,0.46497735381126404
Aku berharap sangat bisa bermanfaat ya,5,2024-08-16 20:33:50,aku berharap sangat bisa bermanfaat ya,Positif,Performa,0.4978271722793579
Gak real-time,1,2024-08-16 18:43:06,gak real time,Negatif,Performa,0.5801916718482971
Aplikasi sangat berguna 👍👍👍,5,2024-08-16 16:41:44,aplikasi sangat berguna,Positif,UI/UX,0.946884036064148
Makasih banyak,5,2024-08-16 14:24:35,makasih banyak,Positif,UI/UX,0.35605040192604065
Plis aku takut bgt katanya ada gempa jadi aku download ini,5,2024-08-16 12:55:26,plis aku takut bgt katanya ada gempa jadi aku download ini,Positif,Performa,0.39219510555267334
"Sangat membantu untung mencari informasi terkini, terutama cuaca",5,2024-08-16 10:52:06,sangat membantu untung mencari informasi terkini terutama cuaca,Positif,Akurasi,0.9810853004455566
Update lagi fiturnya kayak di jepang sesuai lokasi supaya kalo ada gempa yang lebih dekat agar di munculkan notifikasi yang lebih oke seperti muncul di layar dan suara notif yang besar,3,2024-08-16 06:49:08,update lagi fiturnya kayak di jepang sesuai lokasi supaya kalo ada gempa yang lebih dekat agar di munculkan notifikasi yang lebih oke seperti muncul di layar dan suara notif yang besar,Netral,Akurasi,0.9504906535148621
Kenapa tak bisa digunakan / terpakai,1,2024-08-16 05:54:19,kenapa tak bisa digunakan terpakai,Negatif,Performa,0.8016266226768494
YA Allah lindungi kami,5,2024-08-16 00:09:59,ya allah lindungi kami,Positif,UI/UX,0.4811317026615143
aplikasi ini sangat bagus dan berguna,5,2024-08-15 23:59:59,aplikasi ini sangat bagus dan berguna,Positif,UI/UX,0.9612963199615479
"Gabisa dibukaa, stuck di logo aja😡",1,2024-08-15 23:30:28,gabisa dibukaa stuck di logo aja,Negatif,Performa,0.6676971316337585
Sangat membantu sekali,5,2024-08-15 20:59:03,sangat membantu sekali,Positif,UI/UX,0.44647061824798584
loading banget y ampun di buka ny lama bangetttttt,3,2024-08-15 20:41:47,loading banget y ampun di buka ny lama bangetttttt,Netral,Performa,0.9706509709358215
Berguna banget,4,2024-08-15 20:34:51,berguna banget,Positif,UI/UX,0.5149301290512085
Kenapa gempah bumi allahuakbar,5,2024-08-15 20:19:12,kenapa gempah bumi allahuakbar,Positif,Akurasi,0.8455290794372559
"Aplikasi bagus,dan bijak",5,2024-08-15 20:04:44,aplikasi bagus dan bijak,Positif,UI/UX,0.9877222180366516
Goood,5,2024-08-15 19:45:50,goood,Positif,UI/UX,0.4455465078353882
"Aplikasi BMKG ini sangat bagus,hanya saja tidak ada peringatan dini gempa bumi/tsunami 😄😄😄",5,2024-08-15 19:40:49,aplikasi bmkg ini sangat bagus hanya saja tidak ada peringatan dini gempa bumi tsunami,Positif,UI/UX,0.8211128115653992
Klo bisa tambahin fitur buat tanya tanya semisal kita ingin tahu hal yang harus dilakukan saat bencana karna fitur ini akan sangat membantu,5,2024-08-15 18:05:17,klo bisa tambahin fitur buat tanya tanya semisal kita ingin tahu hal yang harus dilakukan saat bencana karna fitur ini akan sangat membantu,Positif,UI/UX,0.3712906837463379
ini penting sih,5,2024-08-15 16:06:55,ini penting sih,Positif,UI/UX,0.3382582366466522
tolong kasih notif alarm bunyi yg keras jika terjadi gempa / stunami kaya orang jepang pas ada bencana otomatis semua orang dapet notif alarm bencana takutnya bencana nya tengah malem orang lagi tidur gak tahu,3,2024-08-15 14:23:32,tolong kasih notif alarm bunyi yg keras jika terjadi gempa stunami kaya orang jepang pas ada bencana otomatis semua orang dapet notif alarm bencana takutnya bencana nya tengah malem orang lagi tidur gak tahu,Netral,Akurasi,0.950082004070282
Sangat membantu dalam memperoleh informasi,5,2024-08-15 11:48:17,sangat membantu dalam memperoleh informasi,Positif,UI/UX,0.49417662620544434
Ini Bagus,5,2024-08-15 09:57:35,ini bagus,Positif,UI/UX,0.3575044274330139
"Semoga megathrust yg di prediksi tidak berdampak buruk, dan semoga kita semua selalu dalam lindungan Tuhan yg Maha Esa. Aamiiin Ya Robbal'alamin.",5,2024-08-15 03:38:00,semoga megathrust yg di prediksi tidak berdampak buruk dan semoga kita semua selalu dalam lindungan tuhan yg maha esa aamiiin ya robbal alamin,Positif,Akurasi,0.920563817024231
Pesan dari saya mohon dari aplikasi BMKG jika bisa dibuatkan riwayat terjadinya fenomena alam ... Terima kasih banyak developer,5,2024-08-15 01:03:21,pesan dari saya mohon dari aplikasi bmkg jika bisa dibuatkan riwayat terjadinya fenomena alam terima kasih banyak developer,Positif,UI/UX,0.6864827275276184
testimoni dulu yh,5,2024-08-15 00:31:42,testimoni dulu yh,Positif,UI/UX,0.3761923611164093
Disuruh download sama vtuber PNS,5,2024-08-15 00:06:51,disuruh download sama vtuber pns,Positif,UI/UX,0.52501380443573
Akurat sebagai informasi yg diperlukan oleh masyarakat,5,2024-08-14 23:56:24,akurat sebagai informasi yg diperlukan oleh masyarakat,Positif,UI/UX,0.5236045718193054
kesini gara2 ada berita mau ada gempa,4,2024-08-14 23:19:10,kesini gara2 ada berita mau ada gempa,Positif,Akurasi,0.8628404140472412
Tidak bisa masuk ke aplikasi suhu hp langsung naik ketika buka app ini,1,2024-08-14 22:38:38,tidak bisa masuk ke aplikasi suhu hp langsung naik ketika buka app ini,Negatif,Performa,0.8674312829971313
jumlah rakyat Indonesia ada 200juta lebih aplikasi ini penting karna Indonesia rawan bencana harusnya min ada 50juta org yg download aplikasi ini,5,2024-08-14 21:29:00,jumlah rakyat indonesia ada 200juta lebih aplikasi ini penting karna indonesia rawan bencana harusnya min ada 50juta org yg download aplikasi ini,Positif,UI/UX,0.6882954239845276
Bagusssssss,4,2024-08-14 21:00:15,bagusssssss,Positif,Akurasi,0.39027324318885803
Digunakan untuk persiapan gempa megathrust 😣,5,2024-08-14 16:58:27,digunakan untuk persiapan gempa megathrust,Positif,Akurasi,0.5159504413604736
Kapan sih ada shake alarm seperti di jepang pas terjadi gempa langsung berdering alarmnya,1,2024-08-14 13:30:21,kapan sih ada shake alarm seperti di jepang pas terjadi gempa langsung berdering alarmnya,Negatif,Akurasi,0.9830440282821655
bagus tapi waktu sore dibilang bakal hujan tapi gak hujan?,4,2024-08-14 12:48:46,bagus tapi waktu sore dibilang bakal hujan tapi gak hujan,Positif,Akurasi,0.43712863326072693
"Aplikasinya bagus. tapi, gak ada notifikasi bahaya ketika gempa ataupun tsunami. kalu bisa aplikasinya standart nya sama lah seperti jepang.",4,2024-08-14 09:50:50,aplikasinya bagus tapi gak ada notifikasi bahaya ketika gempa ataupun tsunami kalu bisa aplikasinya standart nya sama lah seperti jepang,Positif,UI/UX,0.9436054229736328
"Ada baiknya di tambahkan alarm EWS pada aplikasi, jadi buat yg sudah menginstal bisa mendapatkan sinyal sebelum terjadinya bencana, seperti di Jepang , alarm sudah menyala, walaupun belum terjadi Gempa. Alangkah baiknya menambahkan EWS di aplikasi ini, karena sekarang mayoritas orang Indonesia lebih sering memegang Smartphone daripada menonton TV.",3,2024-08-13 23:07:59,ada baiknya di tambahkan alarm ews pada aplikasi jadi buat yg sudah menginstal bisa mendapatkan sinyal sebelum terjadinya bencana seperti di jepang alarm sudah menyala walaupun belum terjadi gempa alangkah baiknya menambahkan ews di aplikasi ini karena sekarang mayoritas orang indonesia lebih sering memegang smartphone daripada menonton tv,Netral,Akurasi,0.44438356161117554
Lama lama kok malah menurun ada gempa bumi GK muncul dan kalok muncul luamaaaa GK kayak dulu yg cepat beberapa detik muncul.... Tolong pentingkan informasi dan keselamatan masyarakat....,2,2024-08-13 10:13:05,lama lama kok malah menurun ada gempa bumi gk muncul dan kalok muncul luamaaaa gk kayak dulu yg cepat beberapa detik muncul tolong pentingkan informasi dan keselamatan masyarakat,Negatif,Akurasi,0.8255102038383484
SUDAH GEMPA BERITANYA BARU NONGOL!!,1,2024-08-13 10:12:19,sudah gempa beritanya baru nongol,Negatif,Akurasi,0.7919336557388306
T o p,5,2024-08-13 06:28:30,t o p,Positif,Akurasi,0.4207936227321625
Aplikasi bagus banget mantap berguna untuk melihat mendeteksi gempa bumi,5,2024-08-11 00:19:25,aplikasi bagus banget mantap berguna untuk melihat mendeteksi gempa bumi,Positif,UI/UX,0.9696924090385437
"kalo bukan karena vtuber, aku malas untuk unduh aplikasinya. hmmpphh.",5,2024-08-10 02:39:49,kalo bukan karena vtuber aku malas untuk unduh aplikasinya hmmpphh,Positif,UI/UX,0.9114274382591248
Sangat membantu sekali...,5,2024-08-08 21:11:42,sangat membantu sekali,Positif,UI/UX,0.44647061824798584
"Aplikasi bagus,tapi kenapa BMKG.Gowa undurkan diri?, tolong jelaskan 🙏",4,2024-08-08 16:58:24,aplikasi bagus tapi kenapa bmkg gowa undurkan diri tolong jelaskan,Positif,UI/UX,0.905152440071106
Saya senang lihat pertumbuhan awan hujan dari citra satelit,5,2024-08-08 12:41:26,saya senang lihat pertumbuhan awan hujan dari citra satelit,Positif,Performa,0.4396809935569763
