Komentar,Bintang,Tanggal,clean_text,Emosi
Tolong dalam notifikasi dikasih info dekat pulau besar mana. Tidak semua orang hapal nama kota atau desa terpencil. Ini bukan tebak kuis one millioner,3,2024-05-14 15:17:00,tolong dalam notifikasi dikasih info dekat pulau besar mana tidak semua orang hapal nama kota atau desa terpencil ini bukan tebak kuis one millioner,marah
Info nya benar,5,2024-05-13 15:57:03,info nya benar,bahagia
Sangat bermanfaat sekali,5,2024-05-13 08:37:58,sangat bermanfaat sekali,bahagia
Info BMKG Aplikasi Terbaik 💯,5,2024-05-13 01:06:38,info bmkg aplikasi terbaik,marah
Aplikasi yang sangat-sangat berguna untuk mendapatkan informasi apa yang terjadi ada gempa sangat-sangat berguna sekali,5,2024-05-11 19:48:12,aplikasi yang sangat sangat berguna untuk mendapatkan informasi apa yang terjadi ada gempa sangat sangat berguna sekali,bahagia
"Fiturnya sih lumayan,tumben pemerintah bikin aplikasi seniat ini.",4,2024-05-11 11:30:44,fiturnya sih lumayan tumben pemerintah bikin aplikasi seniat ini,bahagia
Berguna yang sering travel,5,2024-05-11 06:27:57,berguna yang sering travel,bahagia
Iaut selatan jawa tenga.,1,2024-05-09 19:59:05,iaut selatan jawa tenga,marah
Makasih bmkg kalau ujan lihat apk ni kalau ada bencana langsung siap siaga,5,2024-05-09 19:43:17,makasih bmkg kalau ujan lihat apk ni kalau ada bencana langsung siap siaga,bahagia
Lebih akurat,5,2024-05-09 14:18:46,lebih akurat,bahagia
terimakasih atas kerja keras kalian🙏🏻💐 mohon agar aplikasi selalu ditingkatkan ya kak 🧚🏻‍♀️ 😊 tolong tambahkan fitur setting notifnya.. di hp sy ng bunyi notifnya 🙏🏻,5,2024-05-09 05:00:25,terimakasih atas kerja keras kalian mohon agar aplikasi selalu ditingkatkan ya kak tolong tambahkan fitur setting notifnya di hp sy ng bunyi notifnya,bahagia
Aplikasi is the bas,5,2024-05-08 05:53:51,aplikasi is the bas,marah
Bagus,5,2024-05-08 05:33:38,bagus,bahagia
Bagus sih bisa liat cuaca dan gempa,5,2024-05-08 04:06:19,bagus sih bisa liat cuaca dan gempa,bahagia
ngebug bejir baru aja download,1,2024-05-07 20:02:40,ngebug bejir baru aja download,marah
Tolong untuk dikasih pemberitahuan secara real-time di notifikasi android supaya tau. Tidak usah membuka aplikasi,3,2024-05-07 10:44:32,tolong untuk dikasih pemberitahuan secara real time di notifikasi android supaya tau tidak usah membuka aplikasi,bahagia
Memberikan informasi ter update tentang gempa,5,2024-05-07 08:18:16,memberikan informasi ter update tentang gempa,marah
Tambahkan alarm peringatan untuk mendeteksi adanya gempa,4,2024-05-06 09:12:44,tambahkan alarm peringatan untuk mendeteksi adanya gempa,takut
Sy suka aplikasi ini lebih cepat mengetahui keadaan diluar daerah sy trimakasih,5,2024-05-06 05:38:14,sy suka aplikasi ini lebih cepat mengetahui keadaan diluar daerah sy trimakasih,bahagia
"Apk nya sebenernya bagus, cuma notif nya agak telat, Agak kaget juga sih tiap jam pasti ada gempa",5,2024-05-06 02:31:42,apk nya sebenernya bagus cuma notif nya agak telat agak kaget juga sih tiap jam pasti ada gempa,takut
Aplikasinya okey mantap 👍,5,2024-05-04 15:05:52,aplikasinya okey mantap,bahagia
Sangat membantu,5,2024-05-01 22:56:27,sangat membantu,bahagia
Mantap betul.,5,2024-05-01 12:00:47,mantap betul,bahagia
Aplikasinya bagus sangat membantu,5,2024-05-01 11:54:35,aplikasinya bagus sangat membantu,marah
"Kebuka nya lama banget, kadang force close, optimalkan lagi ya min buat di android 14",4,2024-05-01 10:39:54,kebuka nya lama banget kadang force close optimalkan lagi ya min buat di android 14,bahagia
Update gempa nya lama bgt lebih dari 10 menit,2,2024-05-01 10:31:51,update gempa nya lama bgt lebih dari 10 menit,marah
"Boro-boro kaya korea ada peringatan dini, inimah gempa udah lama baru muncul notif, duh konoha",1,2024-05-01 10:09:22,boro boro kaya korea ada peringatan dini inimah gempa udah lama baru muncul notif duh konoha,takut
"Sangat bermanfaat, dan akan lebih baik lagi kalau dibuatkan fitur widget agar lebih mudah melihat informasi terupdate",5,2024-05-01 06:33:45,sangat bermanfaat dan akan lebih baik lagi kalau dibuatkan fitur widget agar lebih mudah melihat informasi terupdate,bahagia
"Di harap kan App ini bisa menjadi tanda alarm saat tr deteksi gempa atau tsunami, jadi saat tidur dia bisa bunyi Berguna buat yg tidur nya kya bruang madu",3,2024-04-30 01:32:22,di harap kan app ini bisa menjadi tanda alarm saat tr deteksi gempa atau tsunami jadi saat tidur dia bisa bunyi berguna buat yg tidur nya kya bruang madu,takut
Bagus banget sangat membantu saya,5,2024-04-29 21:31:09,bagus banget sangat membantu saya,bahagia
Sangat membantu sy sbg nelayan,5,2024-04-29 17:31:51,sangat membantu sy sbg nelayan,marah
oke,5,2024-04-28 21:53:32,oke,bahagia
Baik,4,2024-04-28 21:19:35,baik,bahagia
Sangatt membantu sekali...,5,2024-04-28 18:04:13,sangatt membantu sekali,bahagia
Aplikasi ini sangat bagus bahkan ada gempa bumi hari Sabtu dan aplikasi yang mencari kecamatannya dan prakiraan cuaca lagi sangat bagus,5,2024-04-28 15:04:34,aplikasi ini sangat bagus bahkan ada gempa bumi hari sabtu dan aplikasi yang mencari kecamatannya dan prakiraan cuaca lagi sangat bagus,bahagia
Awalnya aku ragu dengan aplikasi in... tpi setelah aku coba ternyata sangat berguna sekarang aku jadi tau dimana lokasi kejadiannya gempa..mantul..👍👍👍,5,2024-04-28 13:22:33,awalnya aku ragu dengan aplikasi in tpi setelah aku coba ternyata sangat berguna sekarang aku jadi tau dimana lokasi kejadiannya gempa mantul,bahagia
"MIN TAMBAHIN ALARM GEMPA KAYAK DIJEPANG, ANTI SIPASI DARI MASYARAKAT MEREKA GERCEP UNTUK MENYELAMATKAN DIRI",5,2024-04-28 12:00:46,min tambahin alarm gempa kayak dijepang anti sipasi dari masyarakat mereka gercep untuk menyelamatkan diri,takut
Aplikasi ini sangat bagus sekali,5,2024-04-28 10:15:29,aplikasi ini sangat bagus sekali,bahagia
aplikasi yg bagus,5,2024-04-28 08:42:36,aplikasi yg bagus,bahagia
seharusnya info sblm terjadi. 1 menit sblm terjadi. Ini malah setelah terjadi setelah 2 menit Tolong update kedepannya seperti itu,4,2024-04-28 08:40:12,seharusnya info sblm terjadi 1 menit sblm terjadi ini malah setelah terjadi setelah 2 menit tolong update kedepannya seperti itu,bahagia
"Seharusnya kalau ada gempa/tsunami di aplikasi ini ada peringatan gempa seperti mendapatkan notifikasi peringatan semua ponsel , Jadi bisa waspada.",5,2024-04-28 08:34:36,seharusnya kalau ada gempa tsunami di aplikasi ini ada peringatan gempa seperti mendapatkan notifikasi peringatan semua ponsel jadi bisa waspada,takut
Melihat info,5,2024-04-28 07:01:00,melihat info,sedih
"Kurang update notifikasi nya, contoh gempa jam 11.30, notifikasi baru muncul jam 11.50, padahal internet lancar, dan kadang notifikasi nya numpuk.",4,2024-04-28 03:57:31,kurang update notifikasi nya contoh gempa jam 11 30 notifikasi baru muncul jam 11 50 padahal internet lancar dan kadang notifikasi nya numpuk,takut
Coba kasih fitur peringatan alarm ketika ada Gempa sehingga mengurangi hal hal yang tidak diinginkan.,5,2024-04-27 23:55:34,coba kasih fitur peringatan alarm ketika ada gempa sehingga mengurangi hal hal yang tidak diinginkan,takut
Pemberitahuan tergolong cepat,5,2024-04-27 23:53:03,pemberitahuan tergolong cepat,marah
Manfaat 👌,5,2024-04-27 23:48:28,manfaat,bahagia
"Sudah bagus, tapi bisa gk ya kalo peringatannya itu 1-2 menit sebelum terjadi gempa? Karna kadang notifnya telat masuk. Dan jauh lebih baik kalau sudh ada peringatan lebih dahulu untuk evakuasi",4,2024-04-27 23:46:11,sudah bagus tapi bisa gk ya kalo peringatannya itu 1 2 menit sebelum terjadi gempa karna kadang notifnya telat masuk dan jauh lebih baik kalau sudh ada peringatan lebih dahulu untuk evakuasi,bahagia
"Mohon pihak bmkg tambah fitur peringatan gempa ,atau suara sirine dll yang bisa di atur",5,2024-04-27 23:41:37,mohon pihak bmkg tambah fitur peringatan gempa atau suara sirine dll yang bisa di atur,takut
ok,5,2024-04-27 23:39:19,ok,bahagia
Cukup membantu untuk impormasi bencana daerah dan negara negara lain,5,2024-04-27 23:36:32,cukup membantu untuk impormasi bencana daerah dan negara negara lain,takut
"Lekas selalu di perbaiki dan di rawat perlengkapan di lapangannya juga ya . Btw sekarang notif dan EWS nya telat parah sumpah diatas 2menit , kok bisa ya?",5,2024-04-27 23:35:43,lekas selalu di perbaiki dan di rawat perlengkapan di lapangannya juga ya btw sekarang notif dan ews nya telat parah sumpah diatas 2menit kok bisa ya,sedih
Mantap,5,2024-04-27 14:53:02,mantap,bahagia
"Akhir akhir ini infonya tidak tepat, untuk info gempa bumi tunggu sampai 30 menit baru diupdate, mau tahu lokasi dan ukuran gempa yg dirasakan terpaksa harus nanyak di grub fb dan di fb pun belum tentu langsung dapat jawaban. Untuk info cuaca dilokasi lagi cerah panas tapi di aplikasi ditulis saat ini sedang hujan, apalagi untuk perkiraan cuaca yg untuk seminggu gak akurat. Trus apa gunanya aplikasi ini?",1,2024-04-26 19:49:41,akhir akhir ini infonya tidak tepat untuk info gempa bumi tunggu sampai 30 menit baru diupdate mau tahu lokasi dan ukuran gempa yg dirasakan terpaksa harus nanyak di grub fb dan di fb pun belum tentu langsung dapat jawaban untuk info cuaca dilokasi lagi cerah panas tapi di aplikasi ditulis saat ini sedang hujan apalagi untuk perkiraan cuaca yg untuk seminggu gak akurat trus apa gunanya aplikasi ini,bahagia
Sangat membantu memprediksi cuaca setiap harinya,5,2024-04-23 05:56:57,sangat membantu memprediksi cuaca setiap harinya,bahagia
"Haduh prakiraan nya ga akurat..ketika hujan , di aplikasi malah cerah.sebaliknya ketika di aplikasi cerah,,padahal hujan deras..Ni prakiraan cuaca nya kyk aplikasi mainan anak2.",1,2024-04-22 15:58:55,haduh prakiraan nya ga akurat ketika hujan di aplikasi malah cerah sebaliknya ketika di aplikasi cerah padahal hujan deras ni prakiraan cuaca nya kyk aplikasi mainan anak2,sedih
"Barusan aja ada gempa, eh ga ada notifikasi. Sekarang udah 10 menit pasca gempa, di aplikasi sama sekali ga kelihatan. Jadi aplikasi ini buat apa? Tutup aja servernya sekalian.",1,2024-04-22 13:16:27,barusan aja ada gempa eh ga ada notifikasi sekarang udah 10 menit pasca gempa di aplikasi sama sekali ga kelihatan jadi aplikasi ini buat apa tutup aja servernya sekalian,marah
"Please dong, kalau ada gempa, responnya jangan lambat. Kalau bisa h- beberapa jam udah ada notif atau imbauan. Banyak orang yang ngadu kalau ada gempa selalu cek notif dari BMKG tapi gak ada. Setelah terjadi gempa, malah baru muncul notif.",1,2024-04-22 09:16:14,please dong kalau ada gempa responnya jangan lambat kalau bisa h beberapa jam udah ada notif atau imbauan banyak orang yang ngadu kalau ada gempa selalu cek notif dari bmkg tapi gak ada setelah terjadi gempa malah baru muncul notif,bahagia
"Saya baru download (21/04/24-jam 07 kurang) awalnya karena penasaran dari ulasan² tentang akurasi wilayah maupun prediksi cuaca. Ternyata benar... Saya di kec. cidadap, kota bandung, tapi dalam pengaturan berbasis GPS, di app.bmkg, perangkat saya masuk di kec. cibeunying kaler. Dalam radar cuaca, lolasi saya malah di purwakarta Padahal akurasi perangkat di google map hanya selisih tidak lebih dari 50-70 meter. Kalau seperti ini, akurasi bmkg tentang data cuacanya bagaimana ? 🤔🤔🤔",3,2024-04-21 07:32:16,saya baru download 21 04 24 jam 07 kurang awalnya karena penasaran dari ulasan² tentang akurasi wilayah maupun prediksi cuaca ternyata benar saya di kec cidadap kota bandung tapi dalam pengaturan berbasis gps di app bmkg perangkat saya masuk di kec cibeunying kaler dalam radar cuaca lolasi saya malah di purwakarta padahal akurasi perangkat di google map hanya selisih tidak lebih dari 50 70 meter kalau seperti ini akurasi bmkg tentang data cuacanya bagaimana,takut
"Ketika muncul notifikasi, kita klik tidak langsung buka aplikasinya. Harus manual buka aplikasinya. Peta yang ada jugavperlu upgrade biar lebih detail. Kalau bisa ada pilihan foto satelit juga biar lebih detail.",3,2024-04-20 03:07:38,ketika muncul notifikasi kita klik tidak langsung buka aplikasinya harus manual buka aplikasinya peta yang ada jugavperlu upgrade biar lebih detail kalau bisa ada pilihan foto satelit juga biar lebih detail,bahagia
"Sangat membantu, tentang info adanya gempa/cuaca",5,2024-04-17 21:26:12,sangat membantu tentang info adanya gempa cuaca,bahagia
Aplikasi sangat berguna sekali.. kalau pun ada masalah di aplikasi ny..harap maklum saja lah.. tidak ada yang sempurna di dunia ini..setidak ny sebagai pengguna aplikasi sudah menambah informasi dan sedikit pengetahuan.,5,2024-04-17 20:15:55,aplikasi sangat berguna sekali kalau pun ada masalah di aplikasi ny harap maklum saja lah tidak ada yang sempurna di dunia ini setidak ny sebagai pengguna aplikasi sudah menambah informasi dan sedikit pengetahuan,bahagia
Terimakasih bisa membantu kita,5,2024-04-17 11:23:00,terimakasih bisa membantu kita,bahagia
Informasinya akurat,5,2024-04-17 11:19:46,informasinya akurat,marah
Aplikasinya sangat bagus Dan berguna,5,2024-04-16 23:58:34,aplikasinya sangat bagus dan berguna,bahagia
Ramalan cuacanya lumayan akurat. Tapi notifnya kadang cuma muncul 10 menit sebelum hujan. Dan untuk ramalan cuacanya tidak per jam. Per tiga jam. Jadi kadang susah untuk mengetahui ramalan cuaca di jam tertentu. Dan satu lagi ketika mau masuk ke aplikasi loadingnya lama banget kadang malah sampai connection time out. Padahal jaringan lancar dan apk ramalan cuaca lain bisa kebuka,3,2024-04-16 10:08:43,ramalan cuacanya lumayan akurat tapi notifnya kadang cuma muncul 10 menit sebelum hujan dan untuk ramalan cuacanya tidak per jam per tiga jam jadi kadang susah untuk mengetahui ramalan cuaca di jam tertentu dan satu lagi ketika mau masuk ke aplikasi loadingnya lama banget kadang malah sampai connection time out padahal jaringan lancar dan apk ramalan cuaca lain bisa kebuka,bahagia
Sangat membantu 👍,5,2024-04-15 20:08:23,sangat membantu,bahagia
Oke bagus 👍,5,2024-04-14 22:47:49,oke bagus,bahagia
Sangat membantu,5,2024-04-12 07:48:18,sangat membantu,bahagia
"Gambar maps peringatan dini cuaca nggak bisa di zoom, terlalu kecil",3,2024-04-10 15:24:40,gambar maps peringatan dini cuaca nggak bisa di zoom terlalu kecil,bahagia
Ketika ada notifikasi gempa atau prediksi cuaca kenapa di klik tidak otomatis membuka aplikasi langsung? Kenapa harus buka aplikasi lagi? Merepotkan.,3,2024-04-09 07:10:38,ketika ada notifikasi gempa atau prediksi cuaca kenapa di klik tidak otomatis membuka aplikasi langsung kenapa harus buka aplikasi lagi merepotkan,marah
klo buka tab gempabumi sering ngelag,3,2024-04-08 04:08:53,klo buka tab gempabumi sering ngelag,sedih
𝐀𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐲𝐠 𝐬𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐦𝐚𝐧𝐭𝐚𝐩,5,2024-04-05 22:28:25,𝐀𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐲𝐠 𝐬𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐦𝐚𝐧𝐭𝐚𝐩,bahagia
"Tadi sore ada gempa disekitar bandara juanda sidoarjo, kok gak ada info yang muncul di apknya?",1,2024-04-05 18:35:00,tadi sore ada gempa disekitar bandara juanda sidoarjo kok gak ada info yang muncul di apknya,bahagia
Sangat membantu,5,2024-04-04 20:41:15,sangat membantu,bahagia
Good,5,2024-04-04 12:13:30,good,bahagia
"Aplikasi yang bener bener berguna, cuman ada beberapa masalah yang sebenarnya nggak terlalu penting tapi agak meresahkan saya, yaitu tombol menunya itu kalau nggak diklik beberapa kali nggak buka menunya :|",5,2024-04-03 16:07:56,aplikasi yang bener bener berguna cuman ada beberapa masalah yang sebenarnya nggak terlalu penting tapi agak meresahkan saya yaitu tombol menunya itu kalau nggak diklik beberapa kali nggak buka menunya,bahagia
Hbis upgrade knp mlah g bisa d buka apk nya😢,3,2024-04-03 04:32:40,hbis upgrade knp mlah g bisa d buka apk nya,bahagia
Informasi cepat.,5,2024-04-01 12:31:21,informasi cepat,sedih
"Aplikasinya makin ngawur aja ini, masa realnya hujan keterangannya cerah berawan🤦🤦🤦🤦",1,2024-04-01 05:04:14,aplikasinya makin ngawur aja ini masa realnya hujan keterangannya cerah berawan,marah
Gempa terus dan terus tapi ga apa bintang 5 ⭐🌟⭐🌟⭐,5,2024-03-30 22:50:33,gempa terus dan terus tapi ga apa bintang 5,bahagia
"titik gempa itu sebenarnya tidak cuma satu saja , namun seharusnya memperhatikan tampilan gempa kecil kecil , di detik yang sama di banyak tempat yang berbeda lokasi ratusan kilometer , ada yang di dasar laut di utara maluku , dan di detik yang sama juga terjadi di pulau jawa akibat gunung yang sedang mengeluarkan asap agak banyak di hari itu , dan tampilan nya bisa dibedakan dari warna merah , merah muda , merah tua , sehingga gempa itu bukan dari perasaan nya sendiri , badan nya goyang goyang",5,2024-03-30 16:48:01,titik gempa itu sebenarnya tidak cuma satu saja namun seharusnya memperhatikan tampilan gempa kecil kecil di detik yang sama di banyak tempat yang berbeda lokasi ratusan kilometer ada yang di dasar laut di utara maluku dan di detik yang sama juga terjadi di pulau jawa akibat gunung yang sedang mengeluarkan asap agak banyak di hari itu dan tampilan nya bisa dibedakan dari warna merah merah muda merah tua sehingga gempa itu bukan dari perasaan nya sendiri badan nya goyang goyang,takut
"Mohon tambahkan fitur widget cuaca untuk home screen, supaya satset, ga usah buka aplikasinya dulu 🙏",5,2024-03-30 03:21:30,mohon tambahkan fitur widget cuaca untuk home screen supaya satset ga usah buka aplikasinya dulu,takut
Tolong tambahkan alarm gempa bumi,4,2024-03-30 01:31:44,tolong tambahkan alarm gempa bumi,takut
Aplikasinya sangat membantu tapi terkadang mengalami BUG. Mohon perbaikannya. Terimakasih,2,2024-03-29 21:51:07,aplikasinya sangat membantu tapi terkadang mengalami bug mohon perbaikannya terimakasih,bahagia
"Laporan Gempa dan Cuaca, cukup akurat",4,2024-03-28 16:01:37,laporan gempa dan cuaca cukup akurat,marah
Infox cepat dan tepat...,5,2024-03-28 15:39:04,infox cepat dan tepat,bahagia
"BMKG jangan berbohong terus dong. BMKG sangat luar biasa tidak akurat. BMKG hanya penipu. Setiap hari katanya seharian hujan deras tapi kenyataannya panas luar biasa. Dari pagi sampai malam katanya hujan deras tapi kenyataannya panas, matahari bersinar sangat cerah tanpa awan apapun ☀️. BMKG tidak pernah benar selalu berbohong panas dibilang hujan & sebaliknya. Perbaikilah keakuratannya. Bawalah hujan ke Jawa Timur. Hujan di Jabar & Jateng hanya jadi bencana jatuhkan di Jatim jadi berkah",1,2024-03-28 13:47:41,bmkg jangan berbohong terus dong bmkg sangat luar biasa tidak akurat bmkg hanya penipu setiap hari katanya seharian hujan deras tapi kenyataannya panas luar biasa dari pagi sampai malam katanya hujan deras tapi kenyataannya panas matahari bersinar sangat cerah tanpa awan apapun bmkg tidak pernah benar selalu berbohong panas dibilang hujan sebaliknya perbaikilah keakuratannya bawalah hujan ke jawa timur hujan di jabar jateng hanya jadi bencana jatuhkan di jatim jadi berkah,takut
